company_domain,company_id,product_id,product_title,min_current_price,max_current_price,avg_current_price,avg_full_price,avg_discount,sales_volume,sales_volume_upper_bound,sales_volume_lower_bound,sales_revenue,sales_revenue_upper_bound,sales_revenue_lower_bound,rate_sold,sell_through_rate,review_count,avg_rating,key_phrases,colors,matched_variant_count,total_variant_count,product_first_seen,product_url,image_url,
shop.lululemon.com,1557045,prod10930188,Nulu Cropped Define Jacket,128,128,128,128,0,,,,,,,,,0,,Great fit and length | Soft and comfortable | Weird off-white color | Beautiful but runs small | Cute and comfy,Black | Green | Brown | Purple | Yellow | Blue | Grey | White | Pink,141,141,2022-02-05,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Nulu-Cropped-Define-Jacket/_/prod10930188,https://images.lululemon.com/is/image/lululemon/LW3HB5S_071918_1,
shop.lululemon.com,1557045,prod11020158,Define Jacket *Nulu,128,128,128,128,0,,,,,,,,,0,,Soft and comfortable | High quality | Great fit | Beautifully made | Recommend for yoga,White | Black | Blue | Brown | Purple | Green | Pink | Yellow | Red | Orange | Grey,168,168,2022-06-17,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158,https://images.lululemon.com/is/image/lululemon/LW4CD5S_069122_1,
shop.lululemon.com,1557045,prod2020012,Lululemon Align™ High-Rise Pant 25",98,118,99.59,99.59,0,,,,,,,,,0,,Buttery soft | Perfect staple leggings | Comfortable and worth it | Squat proof | Top doesn't roll down,Black | Green | Blue | Brown | Pink | Grey | Purple,160,160,2021-10-20,https://shop.lululemon.com/p/womens-leggings/Align-Pant-2/_/prod2020012,https://images.lululemon.com/is/image/lululemon/LW5FBUS_070687_1,
shop.lululemon.com,1557045,prod11900026,lululemon Align No Line™ High-Rise Pant 25",108,108,108,108,0,,,,,,,,,0,,,Black | Grey | Green | Purple | Blue | Brown,124,124,2025-06-06,https://shop.lululemon.com/p/womens-leggings/lululemon-Align-No-Line-High-Rise-Pant-25/_/prod11900026,https://images.lululemon.com/is/image/lululemon/LW5II6S_070108_1,
shop.lululemon.com,1557045,prod9750562,Wunder Train High-Rise Tight 25",98,98,98,98,0,,,,,,,,,0,,Tight fitting | Great structure | Amazing material | Perfect fit | Stiff fabric,Black | Purple | Grey | Brown | Blue | Green,177,177,2021-10-20,https://shop.lululemon.com/p/womens-leggings/Wunder-Train-HR-Tight-25/_/prod9750562,https://images.lululemon.com/is/image/lululemon/LW5CR7S_070687_1,
shop.lululemon.com,1557045,prod9960807,Scuba Oversized Half-Zip Hoodie,128,128,128,128,0,,,,,,,,,0,,Comfy and stylish | Perfect fit | Great quality | Nice color | Super soft and oversized,Black | Blue | Red | Green | Grey | Pink | Brown | Purple,43,43,2021-10-20,https://shop.lululemon.com/p/womens-outerwear/Scuba-Oversized-12-Zip-Hoodie/_/prod9960807,https://images.lululemon.com/is/image/lululemon/LW3HTOS_047843_1,
shop.lululemon.com,1557045,prod20004531,Scuba Oversized Full-Zip Hoodie *Waffle,148,148,148,148,0,,,,,,,,,0,,,Red | Blue | Grey,12,12,2025-08-13,https://shop.lululemon.com/p/womens-outerwear/Scuba-Oversized-Full-Zip-Hoodie-Waffle/_/prod20004531,https://images.lululemon.com/is/image/lululemon/LW3JCVS_071400_1,
shop.lululemon.com,1557045,prod10370071,Lululemon Align™ High-Rise Pant With Pockets 25",128,128,128,128,0,,,,,,,,,0,,Buttery soft | Size too small | Must-have with pockets | Amazing fabric | Soft but not durable,Black | Green | Grey | Blue | Brown | Purple,151,151,2021-10-20,https://shop.lululemon.com/p/womens-leggings/Align-HighRise-Tight-25-Pockets/_/prod10370071,https://images.lululemon.com/is/image/lululemon/LW5DCES_038452_1,
shop.lululemon.com,1557045,prod11871437,Groove Nulu High-Rise Flared Pant *Regular,118,118,118,118,0,,,,,,,,,0,,,Black | Green | Blue | Purple | Brown | Grey,76,76,2025-02-01,https://shop.lululemon.com/p/womens-leggings/Groove-Nulu-High-Rise-Flared-Pant-Regular/_/prod11871437,https://images.lululemon.com/is/image/lululemon/LW5HAOR_045739_1,
shop.lululemon.com,1557045,prod20005887,Scuba Cropped Funnel-Neck Half Zip *Waffle,138,138,138,138,0,,,,,,,,,0,,,Red | Grey,20,20,2025-08-13,https://shop.lululemon.com/p/womens-outerwear/Scuba-Cropped-Funnel-Neck-Half-Zip-Waffle/_/prod20005887,https://images.lululemon.com/is/image/lululemon/LW3JCTS_071400_1,
